,ra,dec,psfmag_i,mjd_i,run
52.28336856,14.64985994,0.75039802,20.85121,5.29342539E4,4198
47.84945136,14.65003979,0.74880201,20.96382,5.29342539E4,4198
41.40572571,14.65060047,0.7466295,21.489418,5.29342539E4,4198
41.40742837,14.65487851,0.75029914,20.016535,5.29342539E4,4198
57.2394983,14.65516218,0.75514612,20.787397,5.29342539E4,4198
57.41650458,14.64570338,0.73292808,15.65903,5.29362496E4,4207
53.85445581,14.64753736,0.7317237,18.594004,5.29362496E4,4207
42.74414247,14.65051779,0.732853,21.434084,5.29362496E4,4207
52.48175496,14.64988677,0.75050075,20.963953,5.29362496E4,4207
48.19377964,14.64997893,0.74887756,21.16502,5.29362496E4,4207
41.64017899,14.65485363,0.75035897,20.068632,5.29362496E4,4207
59.9828068,14.65552904,0.72394907,21.398399,5.29362496E4,4207
57.95518104,14.67417944,0.74762525,20.552057,5.29362496E4,4207
57.36667821,14.65516133,0.75518294,20.980886,5.29362496E4,4207
57.41332092,14.64571177,0.73291315,15.649582,5.32703136E4,4849
53.86898724,14.64754128,0.73171052,18.576113,5.32703136E4,4849
42.79131313,14.65052307,0.73282428,21.26112,5.32703136E4,4849
57.92930639,14.67417768,0.74761333,20.497683,5.32703136E4,4849
41.57282131,14.65486215,0.75034231,20.085793,5.32703136E4,4849
48.01619352,14.65002255,0.74885241,21.009398,5.32703136E4,4849
52.29689163,14.64987538,0.75041828,21.065432,5.32703136E4,4849
57.26484534,14.65518495,0.75516076,21.03981,5.32703136E4,4849
57.37115888,14.64571461,0.7329338,15.633756,5.32723636E4,4858
53.82149743,14.64754521,0.73172844,18.566114,5.32723636E4,4858
29.23094558,14.66806127,0.73902202,20.89646,5.36353174E4,5622
29.60504061,14.66816963,0.73905332,20.748972,5.36373104E4,5633
36.42637439,14.65012735,0.74222032,20.393749,5.36373104E4,5633
36.57380652,14.6500923,0.74225101,20.527594,5.36393557E4,5642
25.70890454,14.65758677,0.73327867,12.519034,5.36393561E4,5642
29.42206199,14.66811891,0.73905719,20.768995,5.36393561E4,5642
36.58362733,14.65008784,0.74224371,20.499098,5.36543378E4,5709
29.35677305,14.66809881,0.73904154,20.765152,5.36543378E4,5709
25.70947479,14.65758272,0.73327995,12.485268,5.36632987E4,5744
36.66459707,14.65006173,0.74223014,20.451363,5.36632987E4,5744
29.49964989,14.66813949,0.73904758,20.637394,5.36632987E4,5744
25.73868,14.65757953,0.73327248,12.621442,5.36652766E4,5759
36.6152989,14.65007208,0.74221368,20.776096,5.36652766E4,5759
29.45229243,14.66812704,0.73905439,20.921158,5.36652766E4,5759
36.64616747,14.65007359,0.7422594,20.360186,5.36663684E4,5765
25.77654342,14.65758541,0.73325919,12.512501,5.36663688E4,5765
29.35144475,14.66809835,0.73905031,20.617916,5.36663688E4,5765
25.72328867,14.65759203,0.73327253,12.514279,5.36682882E4,5770
29.44862289,14.66812656,0.73905913,20.469049,5.36682882E4,5770
36.80288701,14.65002014,0.74222019,20.352861,5.36682882E4,5770
25.7356283,14.65762412,0.7332575,12.57712,5.36702928E4,5781
29.48800011,14.66813542,0.73904066,20.542599,5.36702928E4,5781
36.65503413,14.65007016,0.74225543,20.268911,5.36702928E4,5781
36.6499545,14.65007488,0.74226981,20.535269,5.36732609E4,5792
29.52049445,14.66814431,0.73903896,20.78504,5.36732609E4,5792
29.40172772,14.66811283,0.73905379,20.679897,5.36752577E4,5800
36.7382599,14.65004904,0.74226683,20.364914,5.36752577E4,5800
36.60770797,14.65008035,0.74224089,20.492191,5.36772789E4,5813
29.40574248,14.66811439,0.73905757,20.907652,5.36772789E4,5813
36.55677117,14.65009345,0.74223469,20.509981,5.36802654E4,5823
29.45788541,14.66812688,0.73903972,20.902317,5.36802654E4,5823
25.71131372,14.65758661,0.73327801,12.509851,5.36932676E4,5878
36.52734442,14.65010539,0.74225037,20.41889,5.36932676E4,5878
29.42801566,14.66812366,0.73908414,20.569908,5.36932676E4,5878
29.33863247,14.668097,0.73906951,20.659338,5.3698265E4,5898
36.76290575,14.65004542,0.74228169,20.452238,5.3698265E4,5898
25.7173371,14.6575618,0.73328519,12.522814,5.37042509E4,5918
36.50569994,14.65010262,0.74221074,20.334356,5.37042509E4,5918
29.47273592,14.66813106,0.73903995,20.443829,5.37042509E4,5918
36.64292899,14.65007966,0.74228187,20.45965,5.39893466E4,6314
29.37143907,14.66810833,0.73908844,20.828226,5.3989347E4,6314
29.48858727,14.66813724,0.73905484,20.663788,5.39953615E4,6362
36.61657144,14.65008233,0.74226074,20.439365,5.39953615E4,6362
29.53727973,14.66814412,0.73899849,20.307413,5.40003224E4,6383
36.62218397,14.65008623,0.74228475,20.179869,5.40003224E4,6383
36.27539757,14.65025147,0.74255303,20.590769,5.4006269E4,6409
29.87129197,14.66827149,0.7393339,20.764317,5.4006269E4,6409
29.37017519,14.66810888,0.73909652,20.452141,5.40073723E4,6414
36.49399173,14.65011435,0.742248,20.21604,5.40073723E4,6414
36.61409172,14.65008724,0.74227909,20.316401,5.40092959E4,6421
26.05414144,14.65712793,0.73335692,16.78484,5.40092963E4,6421
29.39417069,14.66811116,0.73905766,20.586637,5.40092963E4,6421
25.74100467,14.6575945,0.73326643,12.522895,5.40113605E4,6430
29.56832307,14.66815514,0.73901763,20.831036,5.40113605E4,6430
36.49321163,14.65010666,0.74221293,20.489008,5.40113605E4,6430
29.39679945,14.66810977,0.73903955,20.392069,5.40253595E4,6461
36.55857859,14.65009893,0.74226106,20.298674,5.40253595E4,6461
26.04079258,14.65714542,0.73335342,15.710652,5.402929E4,6474
36.53859318,14.65010084,0.74224446,20.227894,5.402929E4,6474
29.5628207,14.66815551,0.73903355,20.478207,5.402929E4,6474
29.44646079,14.66812643,0.73906326,20.718544,5.4031277E4,6484
36.81953916,14.65002821,0.74227705,20.375774,5.4031277E4,6484
25.7122454,14.65760176,0.73327232,12.512264,5.40362818E4,6504
36.65617502,14.65007612,0.7422829,20.360722,5.40362818E4,6504
29.40836252,14.66810622,0.7389839,20.450657,5.40362818E4,6504
29.38392657,14.66810766,0.73905218,20.724485,5.40392797E4,6513
36.50364472,14.65011361,0.74225682,20.353373,5.40392797E4,6513
36.65616062,14.65007471,0.74227679,20.541595,5.40412504E4,6524
29.3225033,14.66809099,0.73905657,20.553953,5.40412504E4,6524
25.74871098,14.65760889,0.73325903,12.51265,5.40482743E4,6533
29.51341562,14.66813835,0.73900586,20.682278,5.40482743E4,6533
36.53861463,14.65009414,0.74221475,20.405508,5.40482743E4,6533
36.51449344,14.65011678,0.74228409,20.182484,5.40522786E4,6552
29.42927242,14.66812127,0.73906019,20.237289,5.40522786E4,6552
25.88341616,14.65750412,0.7332572,14.196062,5.40552746E4,6564
31.98680132,14.65362511,0.73381011,20.993523,5.40552746E4,6564
29.29250686,14.66808154,0.73904749,20.409319,5.40552746E4,6564
36.55293371,14.65009197,0.74222325,20.306473,5.40552746E4,6564
29.43252073,14.66811961,0.73903826,20.429064,5.40582733E4,6577
36.57868024,14.65009272,0.74225899,20.14633,5.40582733E4,6577
25.84505276,14.65754821,0.73325238,12.506991,5.4060295E4,6584
37.46873611,14.67031411,0.73859898,20.184147,5.4060295E4,6584
29.4511245,14.66812178,0.73901291,20.543484,5.4060295E4,6584
36.50111353,14.65011867,0.74227573,20.402847,5.4060295E4,6584
25.78063119,14.65759662,0.73325398,12.51234,5.40632636E4,6600
36.55940327,14.65008959,0.74222083,20.372255,5.40632636E4,6600
29.4842387,14.66813041,0.73900771,20.768513,5.40632636E4,6600
36.59499168,14.65009347,0.74228253,20.413919,5.43483573E4,6934
29.50654417,14.66813966,0.73903272,20.666376,5.43483573E4,6934
36.20616441,14.65020046,0.74226576,20.172163,5.43593071E4,6963
29.69412075,14.66818503,0.73897431,20.205128,5.43593071E4,6963
36.53526968,14.65010766,0.74227019,20.503387,5.43653463E4,6982
29.40649686,14.66811488,0.73906002,20.72364,5.43653463E4,6982
36.52934794,14.65010966,0.74227154,20.446682,5.43813656E4,7034
29.40586674,14.6681143,0.73905648,20.766085,5.4381366E4,7034
25.73238732,14.65761068,0.73326321,12.516654,5.43843725E4,7047
35.07621732,14.65783641,0.73049982,21.485607,5.43843725E4,7047
36.41289132,14.65013541,0.742239,20.473276,5.43843725E4,7047
29.45079131,14.66812469,0.739038,20.695791,5.43843725E4,7047
25.82544479,14.65760025,0.73323948,12.523512,5.43863581E4,7054
29.54322926,14.66815721,0.73909618,20.571928,5.43863581E4,7054
36.64435612,14.65007555,0.74226576,20.293627,5.43863581E4,7054
41.07183092,14.64886049,0.74246856,21.458652,5.43863581E4,7054
25.7950164,14.65758029,0.73325558,12.509189,5.43933481E4,7080
36.64575374,14.65007013,0.74224364,20.496014,5.43933481E4,7080
29.46865119,14.66812786,0.73902266,20.676754,5.43933485E4,7080
25.75799605,14.65763262,0.73324793,12.512709,5.43962293E4,7095
37.79557427,14.65347074,0.73177808,20.928009,5.43962293E4,7095
36.37307017,14.65015647,0.74228132,20.183542,5.43962293E4,7095
29.6583665,14.66817918,0.73900807,20.316502,5.43962297E4,7095
25.74640805,14.65760125,0.73326242,12.531832,5.44032763E4,7106
30.1202691,14.6595532,0.7316452,21.328833,5.44032763E4,7106
29.4082187,14.66811355,0.7390445,20.674906,5.44032763E4,7106
36.60576122,14.6500847,0.74225762,20.361292,5.44032763E4,7106
25.7586742,14.65759068,0.73326258,12.517833,5.44043336E4,7112
29.64044041,14.66817157,0.73898692,20.773474,5.44043336E4,7112
36.57433225,14.65008379,0.74221389,20.486631,5.44043336E4,7112
25.72334346,14.65759724,0.73327066,12.517933,5.44053316E4,7117
29.43403229,14.66812338,0.73906691,20.667809,5.44053316E4,7117
36.45351074,14.65013036,0.74226757,20.483288,5.44053316E4,7117
36.66578072,14.65007635,0.7422958,20.392071,5.440627E4,7121
29.3134046,14.66808897,0.73906107,20.603985,5.440627E4,7121
25.77908709,14.65757154,0.73326342,12.513452,5.44122731E4,7140
29.44435594,14.66812413,0.73904852,20.719305,5.44122731E4,7140
36.57743238,14.65009092,0.74224951,20.466318,5.44122731E4,7140
25.71119356,14.65762446,0.73326458,12.551734,5.44162688E4,7155
26.27256203,14.65739491,0.73318278,17.207558,5.44162688E4,7155
36.52413378,14.65010436,0.7422418,20.39168,5.44162688E4,7155
29.53533721,14.66814584,0.73901702,20.764229,5.44162688E4,7155
25.7197431,14.65758748,0.73327521,12.514123,5.44212746E4,7170
29.51691257,14.66814504,0.73905375,20.65345,5.44212746E4,7170
36.48323122,14.65011112,0.74222015,20.375982,5.44212746E4,7170
25.71446357,14.65763054,0.73326148,12.52757,5.44232511E4,7177
36.72050225,14.65005638,0.74227682,20.4653,5.44232511E4,7177
29.49119195,14.66813471,0.73902723,20.794313,5.44232511E4,7177
28.38833695,14.65410134,0.73476597,21.346472,5.4433274E4,7202
36.66360327,14.65007398,0.74228282,20.187225,5.4433274E4,7202
29.32770105,14.66809892,0.73911382,20.446018,5.4433274E4,7202
59.9452828,14.65553058,0.72395946,21.388414,5.32723636E4,4858
59.21886176,14.64390558,0.73659343,17.997486,5.32723636E4,4858
57.98468994,14.67418057,0.74764044,20.421654,5.32723636E4,4858
41.69002471,14.65486939,0.75038223,20.068127,5.32723636E4,4858
48.12194907,14.64997778,0.74884615,20.997658,5.32723636E4,4858
52.53711249,14.64986437,0.75050051,21.034986,5.32723636E4,4858
57.4182353,14.65512913,0.75518768,20.999586,5.32723636E4,4858
57.44667927,14.64569639,0.7329233,16.064617,5.32863325E4,4868
53.90035795,14.64752712,0.73171607,19.005236,5.32863325E4,4868
58.01403204,14.67421095,0.74760109,20.943645,5.32863325E4,4868
41.5943259,14.65484845,0.75034217,20.462225,5.32863325E4,4868
52.32390127,14.64986307,0.75041678,21.299593,5.32863325E4,4868
47.98639295,14.65002877,0.74884694,21.483274,5.32863325E4,4868
57.28143548,14.65517341,0.75516193,21.219513,5.32863325E4,4868
57.4470544,14.64569894,0.73291792,15.640256,5.3288291E4,4874
53.897897,14.64752924,0.73171413,18.575068,5.3288291E4,4874
42.55454331,14.65055642,0.73288926,21.311005,5.3288291E4,4874
41.67148095,14.65484017,0.75036199,20.021366,5.3288291E4,4874
59.89451152,14.65551626,0.7239781,21.18387,5.3288291E4,4874
57.9906356,14.67418991,0.74762656,20.435719,5.3288291E4,4874
52.35354972,14.64989642,0.75046058,20.977045,5.3288291E4,4874
48.09875934,14.64998131,0.74884041,21.066538,5.3288291E4,4874
57.20390331,14.65515591,0.75513374,20.916838,5.3288291E4,4874
57.40543718,14.64570982,0.732922,15.608098,5.32943386E4,4895
53.88389974,14.64753624,0.73171062,18.553923,5.32943386E4,4895
42.75104104,14.65055901,0.7327955,21.255756,5.32943386E4,4895
59.96174693,14.65563492,0.72392602,21.297466,5.32943386E4,4895
41.5573444,14.65487719,0.75034497,20.084227,5.32943386E4,4895
57.94993267,14.67417795,0.74762493,20.390179,5.32943386E4,4895
48.0336584,14.6499964,0.74883018,20.867025,5.32943386E4,4895
52.19333044,14.64991965,0.75042113,20.991386,5.32943386E4,4895
57.40150797,14.65516138,0.7551931,20.814989,5.32943386E4,4895
57.42081781,14.64570305,0.73292606,15.655942,5.32962855E4,4899
53.89674993,14.64752788,0.73171674,18.616837,5.32962855E4,4899
42.88826286,14.65048146,0.73283469,21.236532,5.32962855E4,4899
52.36633017,14.64991126,0.75047981,20.888269,5.32962855E4,4899
47.81654704,14.65002193,0.74876791,21.077919,5.32962855E4,4899
57.99988119,14.67418649,0.74763835,20.42709,5.32962855E4,4899
41.54049635,14.65058755,0.74667606,21.461813,5.32962855E4,4899
41.74795284,14.6548439,0.75038756,20.130779,5.32962855E4,4899
57.32764023,14.65518231,0.75517823,20.797106,5.32962855E4,4899
57.44593834,14.64570213,0.73291218,15.869171,5.32983352E4,4905
53.89914076,14.6475287,0.73171432,18.815353,5.32983352E4,4905
42.91994109,14.65056717,0.73270785,21.381104,5.32983352E4,4905
41.6902821,14.65483401,0.75036476,20.24436,5.32983352E4,4905
57.88132204,14.67416396,0.74761071,20.579384,5.32983352E4,4905
52.55851202,14.64986263,0.75050709,21.138567,5.32983352E4,4905
48.18828916,14.64998506,0.74888218,21.241743,5.32983352E4,4905
56.97858415,14.65511717,0.7550555,20.971979,5.32983352E4,4905
57.42178331,14.64570036,0.73293088,15.617761,5.33022865E4,4917
53.87655758,14.64753048,0.73172297,18.539303,5.33022865E4,4917
57.86405249,14.67415278,0.74762135,20.355124,5.33022865E4,4917
52.58557183,14.64980045,0.75045726,20.914629,5.33022865E4,4917
48.13166234,14.64995893,0.74882884,21.254261,5.33022865E4,4917
41.69440532,14.6548399,0.75036897,20.018291,5.33022865E4,4917
57.13871553,14.65510197,0.75509733,20.89687,5.33022865E4,4917
57.45769587,14.64569842,0.73291233,15.630863,5.33122422E4,4927
53.89791627,14.64753186,0.73171018,18.555555,5.33122422E4,4927
57.91246257,14.67417487,0.74760867,20.357569,5.33122422E4,4927
52.43650439,14.64982076,0.75041921,20.871349,5.33122422E4,4927
48.03583719,14.64995471,0.74878365,20.947063,5.33122422E4,4927
42.44121264,14.65064989,0.73281838,21.455229,5.33122422E4,4927
41.57523807,14.65486673,0.75034533,20.017591,5.33122422E4,4927
57.42547014,14.65508993,0.75517716,20.845673,5.33122422E4,4927
57.4499748,14.64569546,0.73292313,15.626945,5.33142435E4,4933
53.90594173,14.64752595,0.73171504,18.581697,5.33142435E4,4933
42.86255057,14.65047918,0.7328496,21.350853,5.33142435E4,4933
41.69438764,14.65485234,0.75037514,20.066565,5.33142435E4,4933
59.95120122,14.65562897,0.72393067,21.310646,5.33142435E4,4933
57.92062881,14.67416638,0.74762925,20.27417,5.33142435E4,4933
47.86652475,14.65000434,0.74876892,20.901985,5.33142435E4,4933
52.53688392,14.64984956,0.75048611,21.048264,5.33142435E4,4933
57.26862766,14.65514834,0.75515019,20.9342,5.33142435E4,4933
57.47418579,14.64569836,0.73290213,15.713648,5.36163475E4,5566
53.93408459,14.64752377,0.7317042,18.701727,5.36163475E4,5566
42.82547035,14.65052956,0.73280003,21.338926,5.36163475E4,5566
52.22021871,14.64988569,0.75039861,21.016823,5.36163475E4,5566
48.32109897,14.64991423,0.74885769,21.107573,5.36163475E4,5566
41.54405549,14.65484747,0.75032608,20.171459,5.36163475E4,5566
56.95964398,14.65521764,0.75508219,21.19416,5.36163475E4,5566
57.87814568,14.6741595,0.74761714,20.573795,5.36163479E4,5566
57.48990292,14.64567984,0.7329297,15.684864,5.36263241E4,5603
53.94729241,14.6475076,0.73172192,18.621269,5.36263241E4,5603
42.690424,14.65048957,0.73291555,21.267836,5.36263241E4,5603
57.8685345,14.67414667,0.74763531,20.48094,5.36263241E4,5603
52.54653542,14.64983144,0.75047228,21.004541,5.36263241E4,5603
48.42132332,14.64990773,0.74889245,21.077837,5.36263241E4,5603
41.67734497,14.65482172,0.7503546,20.091644,5.36263241E4,5603
57.37654456,14.65511942,0.75517239,20.967867,5.36263241E4,5603
57.45866909,14.64568346,0.73294197,15.625161,5.36283091E4,5610
53.89958221,14.64751428,0.73173583,18.575901,5.36283091E4,5610
57.76144942,14.67413232,0.74759923,20.376844,5.36283091E4,5610
47.81153139,14.65003048,0.74877553,21.05304,5.36283091E4,5610
52.32002907,14.64989368,0.75044498,21.080124,5.36283091E4,5610
59.9562034,14.6555502,0.72395086,21.201483,5.36283091E4,5610
41.61546611,14.65483503,0.75034204,20.11698,5.36283091E4,5610
57.30060478,14.65514025,0.75515693,20.877537,5.36283091E4,5610
42.62405642,14.6505898,0.73281329,21.403978,5.36283091E4,5610
57.49374305,14.64567961,0.73292775,15.631323,5.36353174E4,5622
53.95248624,14.64750747,0.7317195,18.569006,5.36353174E4,5622
57.86784098,14.67415325,0.74762271,20.578714,5.36353174E4,5622
52.35594822,14.64987305,0.75043889,21.012747,5.36353174E4,5622
48.11538428,14.6499758,0.74884114,21.175831,5.36353174E4,5622
59.91787865,14.65550333,0.72397498,21.375961,5.36353174E4,5622
41.8267939,14.65484723,0.75041365,20.094265,5.36353174E4,5622
57.31160522,14.65513852,0.75515958,20.749434,5.36353174E4,5622
57.40917837,14.64570757,0.73292422,15.708556,5.36373104E4,5633
53.87711209,14.64753494,0.73171599,18.639759,5.36373104E4,5633
42.45594793,14.65062505,0.73284408,21.234686,5.36373104E4,5633
59.84482264,14.65543348,0.72401585,21.47504,5.36373104E4,5633
52.23272417,14.64987293,0.75039103,21.017464,5.36373104E4,5633
48.26956934,14.64996682,0.74889565,21.218332,5.36373104E4,5633
41.49372236,14.65488908,0.75033114,20.173162,5.36373104E4,5633
57.10720403,14.65518813,0.75511583,21.007437,5.36373104E4,5633
57.89722473,14.67416531,0.74761752,20.470064,5.36373108E4,5633
57.43515071,14.6456952,0.73293295,15.669898,5.36393557E4,5642
53.887424,14.64752242,0.73172966,18.619417,5.36393557E4,5642
48.16941331,14.64995936,0.7488452,21.107361,5.36393557E4,5642
52.45520085,14.6498554,0.75046017,21.176226,5.36393557E4,5642
41.72286708,14.65483336,0.75037454,20.125587,5.36393557E4,5642
57.34257681,14.65516094,0.75517578,20.970896,5.36393557E4,5642
57.86156596,14.67415122,0.7476228,20.402407,5.36393561E4,5642
57.46684415,14.64568707,0.73292952,15.647911,5.36543378E4,5709
53.92736558,14.64751246,0.73172461,18.601559,5.36543378E4,5709
52.5233281,14.6498637,0.75049455,20.978737,5.36543378E4,5709
48.0738838,14.64996574,0.74881227,21.163113,5.36543378E4,5709
42.87234462,14.65048905,0.73283197,21.370941,5.36543378E4,5709
41.72596631,14.65485448,0.75038599,20.10615,5.36543378E4,5709
57.88971656,14.67416005,0.74762289,20.499687,5.36543378E4,5709
57.23791211,14.65513888,0.7551382,20.926039,5.36543378E4,5709
57.49365853,14.64568186,0.73292325,15.639348,5.36632987E4,5744
53.94900899,14.64751047,0.73171673,18.590494,5.36632987E4,5744
43.04638377,14.65045783,0.73279308,21.471201,5.36632987E4,5744
57.89452705,14.67416023,0.74762537,20.454929,5.36632987E4,5744
52.51809527,14.64983985,0.75046944,20.870724,5.36632987E4,5744
47.88654543,14.64995692,0.74872307,21.206367,5.36632987E4,5744
41.69236327,14.65484638,0.75037156,20.055506,5.36632987E4,5744
57.34576636,14.65514475,0.75517154,20.932728,5.36632987E4,5744
57.49560868,14.64568364,0.73291843,15.728176,5.36652766E4,5759
53.95355342,14.64751382,0.7317094,18.67886,5.36652766E4,5759
57.89233992,14.67416334,0.74761832,20.535126,5.36652766E4,5759
52.5583722,14.64987307,0.7505171,21.124256,5.36652766E4,5759
48.32874166,14.64992436,0.74887242,21.224279,5.36652766E4,5759
41.67499807,14.65483758,0.75036179,20.164951,5.36652766E4,5759
57.21688367,14.65515981,0.75513877,21.188644,5.36652766E4,5759
57.46575167,14.64569844,0.73290725,15.6305,5.36663684E4,5765
53.9237082,14.64752835,0.73170251,18.573252,5.36663684E4,5765
52.44351056,14.64978654,0.75038841,20.965668,5.36663684E4,5765
47.9447198,14.64989393,0.74867486,20.994427,5.36663684E4,5765
42.72007742,14.65051603,0.73286646,21.491388,5.36663684E4,5765
57.92819591,14.6741852,0.74759866,20.428385,5.36663688E4,5765
41.68457179,14.65484653,0.75036921,20.043829,5.36663688E4,5765
57.18819571,14.6551677,0.75513292,20.94932,5.36663688E4,5765
57.50088157,14.64568477,0.73291285,15.686792,5.36682882E4,5770
53.96693186,14.64750855,0.73171061,18.653929,5.36682882E4,5770
57.83058671,14.67414813,0.74761039,20.448195,5.36682882E4,5770
48.05925167,14.64993592,0.74877203,20.774992,5.36682882E4,5770
52.28893876,14.64988445,0.75042401,20.822725,5.36682882E4,5770
42.65779761,14.65059027,0.73279726,21.129362,5.36682882E4,5770
41.68038246,14.65487522,0.75038212,20.157782,5.36682882E4,5770
57.65715566,14.65509378,0.75524603,20.904476,5.36682882E4,5770
57.3775415,14.6457163,0.73292638,15.723091,5.36702928E4,5781
53.83160033,14.6475451,0.73172353,18.657919,5.36702928E4,5781
41.74227188,14.65481321,0.75037051,20.250294,5.36702928E4,5781
52.42471952,14.64987237,0.75046483,20.699644,5.36702928E4,5781
47.96933052,14.65002727,0.7488381,20.84156,5.36702928E4,5781
42.69392946,14.65051667,0.73287769,21.233784,5.36702928E4,5781
57.18444721,14.65518296,0.7551367,21.063519,5.36702928E4,5781
59.95002234,14.65560555,0.7239374,21.429382,5.36702928E4,5781
57.98484217,14.67419053,0.74762201,20.66024,5.36702932E4,5781
57.38143528,14.64571216,0.7329323,15.655138,5.36732609E4,5792
53.84766842,14.64753768,0.73172664,18.601847,5.36732609E4,5792
42.70137254,14.65050601,0.73288846,21.391834,5.36732609E4,5792
52.36472632,14.64988345,0.75045236,21.045286,5.36732609E4,5792
48.01456348,14.64999245,0.74881769,21.114874,5.36732609E4,5792
41.71131094,14.65485061,0.75037953,20.078392,5.36732609E4,5792
57.95788445,14.67418098,0.74762397,20.426786,5.36732609E4,5792
57.30338964,14.65516084,0.75516432,20.988594,5.36732609E4,5792
57.43036507,14.6457004,0.73292542,15.631111,5.36752577E4,5800
53.92893494,14.64751746,0.73171628,18.570362,5.36752577E4,5800
43.00066975,14.65047408,0.73279263,21.385155,5.36752577E4,5800
41.7265584,14.654825,0.75037152,19.998249,5.36752577E4,5800
57.86941968,14.67415489,0.74762058,20.433973,5.36752577E4,5800
52.48688624,14.64986917,0.75048575,20.967529,5.36752577E4,5800
