,ra,dec,psfmag_i,mjd_i,run
48.09337944,14.64998738,0.74884502,20.978327,5.36752577E4,5800
57.26433401,14.65517248,0.75515665,21.020615,5.36752577E4,5800
57.43673509,14.64569849,0.73292531,15.656763,5.36772789E4,5813
53.89075402,14.64752736,0.73172054,18.602196,5.36772789E4,5813
57.91831772,14.6741684,0.74762415,20.401684,5.36772789E4,5813
41.6451733,14.65485192,0.75035967,20.06282,5.36772789E4,5813
48.16194928,14.64997967,0.74886506,21.079941,5.36772789E4,5813
52.40496226,14.64984247,0.75042815,21.068487,5.36772789E4,5813
57.27469762,14.65514949,0.75515233,20.997215,5.36772789E4,5813
57.47437229,14.64568284,0.73293337,15.675813,5.36802654E4,5823
53.92696372,14.64750982,0.73172879,18.647625,5.36802654E4,5823
41.73326193,14.65482203,0.75037212,20.091553,5.36802654E4,5823
57.31666217,14.65515746,0.75516712,20.963516,5.36802654E4,5823
48.13507381,14.64995143,0.74882174,20.992033,5.36802654E4,5823
52.44782454,14.64986242,0.75046413,21.199265,5.36802654E4,5823
57.88201934,14.67415269,0.74763204,20.438585,5.36802658E4,5823
57.39343365,14.64571853,0.73291195,15.598804,5.36932672E4,5878
53.94035981,14.64751933,0.73170772,18.606379,5.36932676E4,5878
57.97025425,14.67419292,0.74760898,20.449636,5.36932676E4,5878
41.85176199,14.65478341,0.7503896,20.032394,5.36932676E4,5878
59.81981619,14.65560815,0.72397418,21.277639,5.36932676E4,5878
52.43900146,14.64977978,0.75038,20.911312,5.36932676E4,5878
48.34710059,14.64999206,0.74895635,21.054089,5.36932676E4,5878
42.83901664,14.65049696,0.73283685,21.14921,5.36932676E4,5878
57.15796619,14.65516534,0.75512336,20.81642,5.36932676E4,5878
57.50586176,14.64568091,0.73291752,15.663509,5.36982646E4,5898
53.9829815,14.64750589,0.73170657,18.60733,5.36982646E4,5898
59.89704703,14.65547077,0.72399017,21.256413,5.3698265E4,5898
48.40862331,14.6498943,0.74887185,21.010328,5.3698265E4,5898
52.43906386,14.64989705,0.75049418,21.218204,5.3698265E4,5898
42.79254786,14.65051055,0.73284028,21.250628,5.3698265E4,5898
41.7645045,14.65482723,0.75038441,20.065653,5.3698265E4,5898
57.95410834,14.67417082,0.74764061,20.450993,5.3698265E4,5898
57.32243556,14.6551274,0.75515917,20.958899,5.3698265E4,5898
57.39945007,14.64571881,0.73290763,15.648865,5.37042509E4,5918
53.87835725,14.64754383,0.731702,18.577641,5.37042509E4,5918
42.78790463,14.65047627,0.73288808,21.332275,5.37042509E4,5918
59.96999574,14.65561301,0.72392961,21.301584,5.37042509E4,5918
41.52247921,14.65484474,0.75031801,20.082933,5.37042509E4,5918
57.94336289,14.67418946,0.74759962,20.408701,5.37042509E4,5918
52.37049105,14.64987089,0.75044242,20.842182,5.37042509E4,5918
47.77220283,14.64999823,0.74872215,20.963003,5.37042509E4,5918
57.27688597,14.65516967,0.75515941,21.001242,5.37042509E4,5918
57.41426392,14.64569471,0.73294705,15.647085,5.39893466E4,6314
53.86786372,14.64751784,0.73174642,18.594847,5.39893466E4,6314
48.29827076,14.64993783,0.7488749,20.928688,5.39893466E4,6314
52.58158419,14.64983791,0.75049211,20.999269,5.39893466E4,6314
59.87010382,14.65550525,0.72398823,21.283583,5.39893466E4,6314
41.69871227,14.65483759,0.75036916,20.068853,5.39893466E4,6314
57.7551787,14.65511336,0.7552809,21.077797,5.39893466E4,6314
42.81285314,14.6504905,0.73285752,21.368616,5.39893466E4,6314
57.89119864,14.67415478,0.74763353,20.473961,5.3989347E4,6314
57.40261575,14.64570109,0.73294142,15.599582,5.39953615E4,6362
53.87427818,14.64752363,0.73173444,18.557928,5.39953615E4,6362
52.46728455,14.64984525,0.75045501,20.914164,5.39953615E4,6362
48.05008626,14.6499729,0.7488104,20.998892,5.39953615E4,6362
42.66891944,14.65052562,0.73287735,21.254454,5.39953615E4,6362
41.64917188,14.65485543,0.75036265,20.032734,5.39953615E4,6362
57.27007696,14.6551569,0.75515335,20.998741,5.39953615E4,6362
57.94310479,14.67416587,0.74764335,20.431479,5.39953615E4,6362
57.3304975,14.64572662,0.732935,15.635088,5.4000322E4,6383
53.78734791,14.64755748,0.73172711,18.578976,5.4000322E4,6383
52.34388113,14.64994681,0.75050529,20.849327,5.4000322E4,6383
57.9977958,14.67418721,0.74763578,20.56472,5.40003224E4,6383
47.8587358,14.65006352,0.74883266,20.843679,5.40003224E4,6383
42.71071157,14.65049689,0.73289632,21.057661,5.40003224E4,6383
41.54064344,14.65485761,0.75033007,20.063532,5.40003224E4,6383
57.45493163,14.65517214,0.7552121,20.783472,5.40003224E4,6383
56.4226094,14.64586506,0.73322668,15.66108,5.4006269E4,6409
52.80721883,14.64769026,0.73202095,18.594526,5.4006269E4,6409
42.41495533,14.65500457,0.7506707,20.071894,5.4006269E4,6409
58.93863285,14.67432551,0.74792791,20.471899,5.4006269E4,6409
48.21410212,14.65015931,0.7490854,21.063835,5.4006269E4,6409
52.82042389,14.65002598,0.75076166,21.187164,5.4006269E4,6409
58.23172438,14.65532926,0.75548658,21.032272,5.4006269E4,6409
57.38701574,14.64570238,0.7329486,15.655554,5.40073723E4,6414
53.85840488,14.64752291,0.73174351,18.595232,5.40073723E4,6414
42.57256821,14.65054331,0.73289836,21.274218,5.40073723E4,6414
59.60307273,14.65559882,0.72403919,20.992012,5.40073723E4,6414
57.95646463,14.67416803,0.74764717,20.467819,5.40073723E4,6414
52.44414325,14.64980366,0.75040546,20.909941,5.40073723E4,6414
48.08373864,14.64996313,0.74881345,21.145,5.40073723E4,6414
41.52681961,14.65489229,0.75034298,20.126141,5.40073723E4,6414
57.35942341,14.65514733,0.75517635,20.9533,5.40073723E4,6414
57.37736027,14.64571065,0.73293791,15.647134,5.40092959E4,6421
53.81901641,14.64754071,0.73173646,18.572351,5.40092959E4,6421
48.18319306,14.64997498,0.74886867,20.902248,5.40092959E4,6421
52.28557787,14.6499417,0.75047796,20.92568,5.40092959E4,6421
57.94570983,14.67417154,0.74763436,20.403135,5.40092963E4,6421
41.7493666,14.6548342,0.75038318,20.094753,5.40092963E4,6421
57.49516844,14.65512775,0.75520968,20.968988,5.40092963E4,6421
57.42726388,14.64570389,0.73292032,15.666322,5.40113605E4,6430
53.8988652,14.64752922,0.73171366,18.60253,5.40113605E4,6430
41.65614594,14.65483225,0.75035328,20.034168,5.40113605E4,6430
52.3789938,14.64988569,0.75046004,21.052452,5.40113605E4,6430
48.22074571,14.64993522,0.74883934,21.223642,5.40113605E4,6430
57.22125137,14.65514155,0.75513419,20.937748,5.40113605E4,6430
57.93449818,14.67417323,0.74762466,20.446291,5.40113609E4,6430
57.44957861,14.64570018,0.73291384,15.625128,5.40253595E4,6461
53.94856651,14.64751829,0.73170518,18.573298,5.40253595E4,6461
42.84365088,14.65048192,0.7328547,20.973011,5.40253595E4,6461
52.44196814,14.64982708,0.75042751,20.821417,5.40253595E4,6461
48.13471762,14.64997665,0.74885023,20.884722,5.40253595E4,6461
41.33335933,14.65055294,0.7465263,21.468414,5.40253595E4,6461
41.58404772,14.65488459,0.75035691,20.081982,5.40253595E4,6461
57.10493437,14.65511076,0.75509032,20.901642,5.40253595E4,6461
57.9153764,14.67417841,0.74760379,20.533567,5.40253599E4,6461
57.36848346,14.64572007,0.73292445,15.63239,5.402929E4,6474
53.85550671,14.64754477,0.73171204,18.565632,5.402929E4,6474
42.76113466,14.65053348,0.73282442,21.25922,5.402929E4,6474
41.69562908,14.6548529,0.7503758,20.13195,5.402929E4,6474
57.96019695,14.67418394,0.74761981,20.418873,5.402929E4,6474
48.08741651,14.65000646,0.74886408,20.796635,5.402929E4,6474
52.35322469,14.64991097,0.75047449,20.913685,5.402929E4,6474
41.46086389,14.65059644,0.74665035,21.456963,5.402929E4,6474
57.25135503,14.65519596,0.75516033,20.927856,5.402929E4,6474
57.45485935,14.64569098,0.73292913,15.636516,5.4031277E4,6484
53.92644075,14.64751565,0.73172025,18.585144,5.4031277E4,6484
42.58141463,14.65055297,0.73288143,21.418665,5.4031277E4,6484
52.44537464,14.64983119,0.75043284,21.031633,5.4031277E4,6484
48.10116432,14.64997876,0.74883854,21.113832,5.4031277E4,6484
41.77534615,14.65481883,0.75038359,20.061434,5.4031277E4,6484
59.94866029,14.65554764,0.72395374,21.358725,5.4031277E4,6484
57.89751925,14.67416416,0.74761982,20.372114,5.4031277E4,6484
57.24829087,14.65515232,0.75514554,20.931259,5.4031277E4,6484
57.41836583,14.64570244,0.73292883,15.67638,5.40362818E4,6504
53.88989184,14.64752582,0.7317233,18.614185,5.40362818E4,6504
41.6512006,14.65487526,0.7503731,20.057848,5.40362818E4,6504
57.93013046,14.67417382,0.74762099,20.44276,5.40362818E4,6504
52.61019786,14.6498039,0.75047017,20.857353,5.40362818E4,6504
47.96753996,14.65003836,0.74884985,21.041023,5.40362818E4,6504
43.1013673,14.65043713,0.73279516,21.307472,5.40362818E4,6504
57.17301427,14.65519884,0.75513841,20.929176,5.40362818E4,6504
57.36414442,14.64571769,0.73293197,15.661409,5.40392797E4,6513
53.83971736,14.64754015,0.73172692,18.596127,5.40392797E4,6513
42.98633071,14.65043281,0.73285416,21.332148,5.40392797E4,6513
57.99282283,14.67418077,0.74764482,20.466108,5.40392797E4,6513
48.17629861,14.64994202,0.74882838,20.914158,5.40392797E4,6513
52.33001027,14.64990152,0.75045641,21.045389,5.40392797E4,6513
41.61893294,14.65484769,0.75034943,20.035297,5.40392797E4,6513
57.48332069,14.65510616,0.75519929,21.016497,5.40392797E4,6513
59.98104621,14.6555808,0.72393525,21.270319,5.40392797E4,6513
57.43422481,14.64569174,0.73294054,15.654889,5.40412504E4,6524
53.88835779,14.6475184,0.73173525,18.622442,5.40412504E4,6524
46.65037868,14.65027754,0.731432,20.287464,5.40412504E4,6524
41.69396327,14.65481716,0.75035749,20.052725,5.40412504E4,6524
58.00893027,14.67419314,0.74763129,20.49074,5.40412504E4,6524
52.34581315,14.64991651,0.75047696,20.969448,5.40412504E4,6524
47.65549411,14.64999402,0.74866789,21.159349,5.40412504E4,6524
57.31074016,14.65510948,0.75514999,20.924217,5.40412504E4,6524
57.42789375,14.64570927,0.73290908,15.667024,5.40482743E4,6533
53.91040418,14.64753632,0.73169721,18.611341,5.40482743E4,6533
42.84913864,14.6504832,0.73285046,21.345215,5.40482743E4,6533
58.00288294,14.67419135,0.74763107,20.3806,5.40482743E4,6533
52.88118782,14.64966324,0.75043755,20.888435,5.40482743E4,6533
48.3484957,14.64989522,0.74884755,21.013128,5.40482743E4,6533
41.4439818,14.65490287,0.75032254,20.077198,5.40482743E4,6533
57.1305072,14.65518965,0.7551231,20.959602,5.40482743E4,6533
57.36405864,14.64571095,0.73294566,15.637353,5.40522786E4,6552
53.82384596,14.64753976,0.73173547,18.590202,5.40522786E4,6552
57.96899896,14.67415163,0.74768477,20.398603,5.40522786E4,6552
52.05754585,14.64998751,0.75043412,20.67259,5.40522786E4,6552
48.40671346,14.64999792,0.74898769,20.661108,5.40522786E4,6552
42.69388781,14.65067335,0.73267377,20.92507,5.40522786E4,6552
41.4927622,14.65484122,0.75030702,20.041666,5.40522786E4,6552
57.42692518,14.65511097,0.75518438,20.758856,5.40522786E4,6552
57.43880614,14.64569902,0.73292293,15.692097,5.40552746E4,6564
53.91651006,14.64752217,0.73171542,18.673771,5.40552746E4,6564
42.80616419,14.65056623,0.73276086,21.261894,5.40552746E4,6564
41.67054165,14.65483721,0.75036022,20.096855,5.40552746E4,6564
59.55717449,14.65563888,0.72404142,21.163366,5.40552746E4,6564
57.90817846,14.67416559,0.74762342,20.401192,5.40552746E4,6564
52.26208851,14.64990625,0.75043475,20.840866,5.40552746E4,6564
48.43915836,14.6498882,0.74887775,20.924889,5.40552746E4,6564
57.36121524,14.65516299,0.75518187,20.709625,5.40552746E4,6564
57.33308329,14.64572624,0.73293414,15.627834,5.40582733E4,6577
53.82393144,14.64754605,0.73172596,18.572914,5.40582733E4,6577
42.65964969,14.65051418,0.73289689,20.986572,5.40582733E4,6577
41.3853688,14.6505938,0.7466102,21.362417,5.40582733E4,6577
57.97562073,14.67417586,0.74764385,20.336483,5.40582733E4,6577
48.61346768,14.64993575,0.74900439,20.839418,5.40582733E4,6577
52.29379302,14.64990017,0.75044111,20.834351,5.40582733E4,6577
41.73383946,14.65486632,0.75039429,20.063219,5.40582733E4,6577
57.0972848,14.65516658,0.75510606,20.811405,5.40582733E4,6577
57.38289796,14.64571167,0.73293239,15.660024,5.4060295E4,6584
53.86370266,14.64753556,0.73172178,18.604977,5.4060295E4,6584
41.63792097,14.65490981,0.75038599,20.081888,5.4060295E4,6584
57.99556081,14.67418722,0.74763445,20.460087,5.4060295E4,6584
52.67285676,14.64986328,0.75055181,20.806084,5.4060295E4,6584
47.96841313,14.65003479,0.7488462,21.017731,5.4060295E4,6584
57.43843836,14.65513717,0.75519614,20.859865,5.4060295E4,6584
57.44397191,14.64570456,0.73290852,15.654505,5.40632636E4,6600
53.9237977,14.64753046,0.7316993,18.597578,5.40632636E4,6600
42.82093476,14.65046337,0.73289002,21.438513,5.40632636E4,6600
57.90511028,14.67417077,0.74761198,20.400986,5.40632636E4,6600
41.56571237,14.65484256,0.75033035,20.065329,5.40632636E4,6600
52.46835128,14.6498469,0.75045702,21.018578,5.40632636E4,6600
48.0019683,14.64997648,0.74879423,21.079735,5.40632636E4,6600
57.27766146,14.65512762,0.75514618,21.186131,5.40632636E4,6600
57.34983908,14.64570781,0.73296096,15.654776,5.43483573E4,6934
53.80657018,14.64753421,0.73175254,18.582115,5.43483573E4,6934
41.78652141,14.65484614,0.75040063,20.048876,5.43483573E4,6934
57.89787131,14.67415117,0.74764413,20.437551,5.43483573E4,6934
52.49479398,14.64986283,0.75048268,20.930889,5.43483573E4,6934
48.24910215,14.64996237,0.74888205,21.198568,5.43483573E4,6934
42.77702615,14.65049031,0.73287436,21.318398,5.43483573E4,6934
57.29614077,14.65515843,0.75516144,20.886711,5.43483573E4,6934
59.99628169,14.65554687,0.72394023,21.265209,5.43483573E4,6934
57.2937256,14.64573456,0.73294197,15.604026,5.43593071E4,6963
53.78496518,14.64755877,0.73172637,18.518684,5.43593071E4,6963
56.87445534,14.6552228,0.755059,20.847919,5.43593071E4,6963
52.56647701,14.64993746,0.75058183,20.690454,5.43593071E4,6963
48.06655567,14.64998714,0.7488335,20.782116,5.43593071E4,6963
41.72559577,14.65487781,0.7503974,20.041759,5.43593071E4,6963
58.06789561,14.67422285,0.74761056,20.433727,5.43593075E4,6963
57.35463627,14.64571991,0.73293344,15.645011,5.43653463E4,6982
53.84367724,14.64753875,0.73172703,18.576931,5.43653463E4,6982
42.83936754,14.65047993,0.73285934,21.466078,5.43653463E4,6982
57.95534569,14.67418052,0.74762332,20.378983,5.43653463E4,6982
41.74207201,14.65485818,0.75039282,20.014549,5.43653463E4,6982
52.36552866,14.64989826,0.75046698,21.028223,5.43653463E4,6982
48.13013784,14.6500007,0.74887547,21.079597,5.43653463E4,6982
59.78923561,14.65554338,0.72400089,21.407146,5.43653463E4,6982
57.24948199,14.65514185,0.75514253,20.875772,5.43653463E4,6982
57.34491877,14.64571813,0.73294311,15.64295,5.43813656E4,7034
53.83588979,14.64753865,0.73173109,18.598494,5.43813656E4,7034
52.32254714,14.64992086,0.75047218,21.030273,5.43813656E4,7034
48.11259076,14.64995909,0.74882099,21.087734,5.43813656E4,7034
42.74286122,14.65052067,0.73284978,21.434093,5.43813656E4,7034
41.69441059,14.65483306,0.75036556,20.067272,5.4381366E4,7034
57.91647518,14.67415966,0.74763929,20.379162,5.4381366E4,7034
57.1837594,14.65513852,0.75512228,21.039478,5.4381366E4,7034
57.38507668,14.64572256,0.73290905,15.651676,5.43843725E4,7047
53.88582129,14.64754167,0.7317015,18.592951,5.43843725E4,7047
47.9080423,14.64999603,0.74877694,20.959295,5.43843725E4,7047
52.32743874,14.64991101,0.75046458,20.986212,5.43843725E4,7047
42.82724075,14.65055353,0.73276781,21.251225,5.43843725E4,7047
41.56529314,14.65485124,0.75033455,20.019329,5.43843725E4,7047
59.92847633,14.65558221,0.72395001,21.403303,5.43843725E4,7047
58.00539185,14.67420388,0.74760921,20.480621,5.43843725E4,7047
57.30506194,14.65515318,0.75516237,20.930174,5.43843725E4,7047
57.31773259,14.64572431,0.73294766,15.64435,5.43863581E4,7054
53.80505126,14.64754207,0.73174143,18.582336,5.43863581E4,7054
57.98178112,14.67417548,0.74764816,20.423992,5.43863581E4,7054
47.73050553,14.65008459,0.74880274,20.884586,5.43863581E4,7054
52.2977779,14.64989561,0.75043825,20.892134,5.43863581E4,7054
42.78866146,14.65048691,0.73287351,21.329266,5.43863581E4,7054
41.54133295,14.65487706,0.75033994,20.059252,5.43863581E4,7054
56.97995097,14.65515948,0.75506955,21.301714,5.43863581E4,7054
57.48829849,14.64568683,0.73291657,15.641769,5.43933481E4,7080
53.97521779,14.64750876,0.73170614,18.581316,5.43933481E4,7080
41.65703918,14.65481648,0.75034567,20.037279,5.43933481E4,7080
52.34516028,14.64986046,0.75042248,21.004835,5.43933481E4,7080
48.19908725,14.64992459,0.7488181,21.085041,5.43933481E4,7080
42.7520014,14.65054839,0.73280898,21.404116,5.43933481E4,7080
57.23734079,14.65510278,0.75512639,20.97793,5.43933481E4,7080
57.88816801,14.6741595,0.74762301,20.332607,5.43933485E4,7080
57.38536803,14.64572293,0.73290812,15.643551,5.43962293E4,7095
53.83350529,14.6475723,0.73168181,18.68572,5.43962293E4,7095
48.50919381,14.64979963,0.74880565,20.689129,5.43962293E4,7095
52.37935555,14.64986348,0.75043866,20.802792,5.43962293E4,7095
41.42216735,14.65489193,0.75031037,20.248972,5.43962293E4,7095
57.03578411,14.655196,0.75509751,20.811157,5.43962293E4,7095
57.97551447,14.67422447,0.74755296,20.308363,5.43962297E4,7095
57.3589071,14.6457186,0.73293341,15.666292,5.44032763E4,7106
53.85012265,14.64753832,0.73172444,18.62063,5.44032763E4,7106
57.96446964,14.67417454,0.74763979,20.579588,5.44032763E4,7106
48.10943567,14.64997416,0.74883678,20.92613,5.44032763E4,7106
52.9885018,14.64981481,0.75062682,21.096102,5.44032763E4,7106
42.74597098,14.65044643,0.73294781,21.218918,5.44032763E4,7106
41.6359126,14.6548623,0.75036195,20.151117,5.44032763E4,7106
57.3820996,14.65512883,0.75517704,20.931166,5.44032763E4,7106
57.44057905,14.64569992,0.73291999,15.642697,5.44043336E4,7112
53.93328507,14.64751666,0.73171529,18.57386,5.44043336E4,7112
42.92145569,14.65045901,0.73284923,21.42065,5.44043336E4,7112
57.90651945,14.67416539,0.74762282,20.397696,5.44043336E4,7112
52.21168095,14.64994199,0.75044977,21.043077,5.44043336E4,7112
47.93760317,14.64996619,0.74875531,21.212111,5.44043336E4,7112
41.67247197,14.6548463,0.75036535,20.071745,5.44043336E4,7112
56.89718243,14.65517263,0.75504963,20.980841,5.44043336E4,7112
57.34817703,14.64571739,0.73294258,15.659649,5.44053316E4,7117
53.83397168,14.6475374,0.73173393,18.608782,5.44053316E4,7117
42.82393624,14.65048363,0.73286154,21.317703,5.44053316E4,7117
57.92768119,14.67417798,0.74761182,20.470686,5.44053316E4,7117
47.90256263,14.65000824,0.74878853,21.136486,5.44053316E4,7117
52.32782038,14.64991158,0.75046527,21.153482,5.44053316E4,7117
41.74282266,14.65485727,0.7503926,20.037354,5.44053316E4,7117
57.39389248,14.6551883,0.75519943,20.946053,5.44053316E4,7117
57.35471419,14.64570839,0.7329567,15.649281,5.440627E4,7121
53.81914628,14.64753329,0.73174759,18.606276,5.440627E4,7121
59.6078702,14.65554906,0.72405161,21.272173,5.440627E4,7121
42.54670212,14.65060437,0.73282962,21.422207,5.440627E4,7121
52.40664794,14.64987954,0.75046477,20.840508,5.440627E4,7121
48.05328552,14.64996965,0.74880806,20.994589,5.440627E4,7121
41.74569551,14.65484712,0.75038846,20.093615,5.440627E4,7121
57.98734438,14.67417148,0.74765882,20.410805,5.440627E4,7121
57.33297799,14.65514186,0.75516689,20.95627,5.440627E4,7121
57.36496136,14.64571319,0.73294055,15.650422,5.44122731E4,7140
53.87452207,14.64752928,0.7317258,18.613493,5.44122731E4,7140
42.77783132,14.65052506,0.73282785,21.48245,5.44122731E4,7140
59.67409188,14.65552,0.72404064,21.278347,5.44122731E4,7140
57.99297953,14.67418847,0.74763061,20.469353,5.44122731E4,7140
52.37503578,14.64989039,0.75046305,21.01552,5.44122731E4,7140
48.09230588,14.64995319,0.74880573,21.068592,5.44122731E4,7140
41.61541187,14.65486631,0.75035758,20.096169,5.44122731E4,7140
57.29039896,14.65516093,0.75516056,21.089626,5.44122731E4,7140
57.37628013,14.6457256,0.73290844,15.654514,5.44162688E4,7155
53.87832407,14.64754622,0.73169843,18.573751,5.44162688E4,7155
57.91541698,14.67418366,0.74759401,20.467867,5.44162688E4,7155
52.36137928,14.64989639,0.75046358,21.025894,5.44162688E4,7155
48.19278687,14.64995964,0.74885533,21.122503,5.44162688E4,7155
42.67656717,14.65054312,0.73285061,21.470272,5.44162688E4,7155
41.60409744,14.65485585,0.75034888,20.129339,5.44162688E4,7155
57.42080697,14.65513397,0.75518998,20.981318,5.44162688E4,7155
57.35218177,14.64571899,0.73293684,15.641488,5.44212746E4,7170
53.86819223,14.64752797,0.73173096,18.571796,5.44212746E4,7170
41.66474975,14.65485759,0.75036856,20.058046,5.44212746E4,7170
59.68351133,14.65560838,0.72401338,21.219316,5.44212746E4,7170
58.05177739,14.67421129,0.74762265,20.426373,5.44212746E4,7170
52.57634719,14.64982905,0.7504815,20.978289,5.44212746E4,7170
48.08162876,14.64998463,0.74883698,20.997906,5.44212746E4,7170
42.84584572,14.65048834,0.73284514,21.060749,5.44212746E4,7170
57.44941051,14.65515685,0.75520563,20.869005,5.44212746E4,7170
57.34095843,14.64573124,0.73291914,15.763373,5.44232511E4,7177
53.85036156,14.64755004,0.7317067,18.672567,5.44232511E4,7177
57.96736124,14.67419305,0.74760704,20.605236,5.44232511E4,7177
52.2431047,14.64994111,0.75046103,20.83868,5.44232511E4,7177
47.98659674,14.64996942,0.74877969,21.229218,5.44232511E4,7177
42.74931329,14.65050932,0.73286187,21.244514,5.44232511E4,7177
41.60614697,14.65484627,0.75034475,20.185352,5.44232511E4,7177
57.18534001,14.65511014,0.75511359,21.16148,5.44232511E4,7177
57.39730781,14.64569435,0.73295843,15.596908,5.44312786E4,7195
54.08088913,14.64745522,0.73173386,18.412472,5.44312786E4,7195
57.4122012,14.64570494,0.73292762,15.650817,5.44322666E4,7199
53.69554813,14.64749052,0.73187541,18.614834,5.44322666E4,7199
57.90727573,14.67415896,0.74763519,20.440184,5.44322666E4,7199
48.02747637,14.65001479,0.74884838,20.812908,5.44322666E4,7199
52.43297954,14.64986976,0.75046549,20.918697,5.44322666E4,7199
41.62266751,14.65485383,0.75035364,20.162956,5.44322666E4,7199
57.42175573,14.65513368,0.75519016,20.779226,5.44322666E4,7199
57.40254291,14.64569932,0.73294506,15.642713,5.4433274E4,7202
53.78881498,14.64754699,0.73174218,18.642879,5.4433274E4,7202
57.90097652,14.67415737,0.74763446,20.554829,5.4433274E4,7202
42.28540326,14.65472487,0.750495,20.049391,5.4433274E4,7202
52.46381636,14.64993995,0.75054481,20.621281,5.4433274E4,7202
42.9038368,14.6504174,0.7329133,20.96553,5.4433274E4,7202
44.90806483,14.65357569,0.72930667,21.210405,5.4433274E4,7202
57.43595525,14.65510518,0.75518515,21.039528,5.4433274E4,7202
